H [m],qc [MPa],fs [MPa],u2 [MPa],Incl. [°],v [m/s],Rf [],Uo [MPa],qt [MPa],ft [MPa],sigmaVo [MPa],sigma'Vo [MPa],qt-sigmaVo [MPa],Qt [],Fr [],Bq [],Rf(qc) [],Uh [MPa],Rfd [],soil [],L [m],D [m],UW [kN/m^3]
5.92,1.559,0.055,0.1068,5.3,0.260,0.035,0.000,1.576,0.055,0.107,0.107,1.470,13.775,3.735,0.0727,0.035,0.000,3.369,4,5.92,5.91,18.00
5.94,1.559,0.054,0.1492,5.3,0.260,0.034,0.000,1.583,0.054,0.107,0.107,1.476,13.789,3.644,0.1011,0.035,0.000,3.209,4,5.94,5.93,18.00
5.96,1.713,0.054,0.2130,5.4,0.260,0.031,0.000,1.747,0.054,0.107,0.107,1.639,15.262,3.275,0.1299,0.031,0.000,3.078,4,5.96,5.95,18.00
5.98,1.836,0.054,0.2014,5.4,0.220,0.029,0.000,1.868,0.054,0.108,0.108,1.761,16.336,3.044,0.1144,0.029,0.000,2.895,4,5.98,5.97,18.00
6.00,1.883,0.053,0.2317,5.4,0.210,0.028,0.000,1.920,0.053,0.108,0.108,1.812,16.755,2.942,0.1279,0.028,0.000,2.721,6,6.00,5.99,18.00
6.02,1.932,0.056,0.2406,5.3,0.230,0.029,0.000,1.971,0.056,0.108,0.108,1.862,17.164,3.018,0.1292,0.029,0.000,2.738,6,6.02,6.01,18.00
6.04,2.006,0.059,0.2579,5.3,0.220,0.029,0.000,2.048,0.059,0.109,0.109,1.939,17.809,3.059,0.1330,0.030,0.000,2.775,6,6.04,6.03,18.00
6.06,2.321,0.054,0.3401,5.3,0.110,0.023,0.000,2.375,0.054,0.109,0.109,2.266,20.749,2.378,0.1501,0.023,0.000,2.440,6,6.06,6.05,18.00
6.08,2.594,0.054,0.3678,5.4,0.140,0.020,0.000,2.653,0.054,0.110,0.110,2.544,23.212,2.103,0.1446,0.021,0.000,2.376,6,6.08,6.07,18.00
6.10,2.628,0.060,0.2159,5.4,0.230,0.023,0.000,2.662,0.060,0.110,0.110,2.552,23.216,2.370,0.0846,0.023,0.000,2.583,6,6.10,6.09,18.00
6.12,2.545,0.070,0.1415,5.4,0.230,0.027,0.000,2.568,0.070,0.110,0.110,2.457,22.278,2.857,0.0576,0.028,0.000,2.727,6,6.12,6.11,18.00
6.14,2.487,0.084,0.0736,5.4,0.220,0.033,0.000,2.498,0.084,0.111,0.111,2.388,21.578,3.501,0.0308,0.034,0.000,2.214,6,6.14,6.13,18.00
6.16,2.356,0.092,0.0419,5.4,0.210,0.039,0.000,2.363,0.092,0.111,0.111,2.252,20.284,4.081,0.0186,0.039,0.000,1.589,6,6.16,6.15,18.00
6.18,2.176,0.105,0.0372,5.6,0.210,0.048,0.000,2.182,0.105,0.111,0.111,2.071,18.596,5.046,0.0180,0.048,0.000,0.000,6,6.18,6.17,17.50
6.20,2.834,0.118,0.0859,5.6,0.200,0.042,0.000,2.848,0.118,0.112,0.112,2.736,24.488,4.324,0.0314,0.042,0.000,0.000,6,6.20,6.19,18.00
6.22,4.438,0.117,0.4280,5.5,0.170,0.026,0.000,4.507,0.117,0.112,0.112,4.395,39.208,2.667,0.0974,0.026,0.000,0.000,6,6.22,6.21,18.00
6.24,15.147,0.107,0.3737,5.5,0.010,0.007,0.000,15.207,0.107,0.112,0.112,15.094,134.195,0.710,0.0248,0.007,0.000,0.000,6,6.24,6.23,19.50
6.26,24.099,0.114,-0.0726,5.3,0.030,0.005,0.000,24.088,0.114,0.113,0.113,23.975,212.412,0.474,-0.0030,0.005,0.000,0.000,6,6.26,6.25,19.50
6.28,24.099,0.145,-0.0726,5.3,0.160,0.006,0.000,24.088,0.145,0.113,0.113,23.975,211.677,0.605,-0.0030,0.006,0.000,0.000,9,6.28,6.27,19.50
